thread_num,extime,ycsb_tuple_num,ycsb_max_ope,ycsb_rratio,ycsb_rmw,skew,protocol,tps,abort_rate
16,10,500000,5,95,0,0.2,Silo,5428451,0.0000
16,10,500000,5,95,0,0.2,2PL-NoWait,5456024,0.0000
16,10,500000,5,95,0,0.2,D2PL,5127540,0.0000
16,10,500000,5,95,0,0.6,Silo,5975038,0.0002
16,10,500000,5,95,0,0.6,2PL-NoWait,5582910,0.0004
16,10,500000,5,95,0,0.6,D2PL,5433604,0.0000
16,10,500000,5,95,0,0.8,Silo,4548051,0.0026
16,10,500000,5,95,0,0.8,2PL-NoWait,3308541,0.0054
16,10,500000,5,95,0,0.8,D2PL,5700884,0.0000
16,10,500000,5,95,0,0.9,Silo,3011647,0.0067
16,10,500000,5,95,0,0.9,2PL-NoWait,1986286,0.0138
16,10,500000,5,95,0,0.9,D2PL,5428156,0.0000
16,10,500000,5,95,0,0.95,Silo,2446394,0.0097
16,10,500000,5,95,0,0.95,2PL-NoWait,1588220,0.0210
16,10,500000,5,95,0,0.95,D2PL,4622955,0.0000
16,10,500000,5,95,0,0.99,Silo,2111699,0.0128
16,10,500000,5,95,0,0.99,2PL-NoWait,1378869,0.0288
16,10,500000,5,95,0,0.99,D2PL,3727696,0.0000
16,10,500000,10,50,0,0,Silo,2082677,0.0007
16,10,500000,10,50,0,0,2PL-NoWait,2222327,0.0012
16,10,500000,10,50,0,0,D2PL,2015991,0.0000
16,10,500000,10,50,0,0.2,Silo,2052017,0.0007
16,10,500000,10,50,0,0.2,2PL-NoWait,2198510,0.0012
16,10,500000,10,50,0,0.2,D2PL,1969308,0.0000
16,10,500000,10,50,0,0.6,Silo,1604972,0.0058
16,10,500000,10,50,0,0.6,2PL-NoWait,1524791,0.0095
16,10,500000,10,50,0,0.6,D2PL,2090073,0.0000
16,10,500000,10,50,0,0.8,Silo,575999,0.0453
16,10,500000,10,50,0,0.8,2PL-NoWait,496094,0.0839
16,10,500000,10,50,0,0.8,D2PL,1322083,0.0000
16,10,500000,10,50,0,0.9,Silo,375655,0.1242
16,10,500000,10,50,0,0.9,2PL-NoWait,319534,0.3084
16,10,500000,10,50,0,0.9,D2PL,635728,0.0000
16,10,500000,10,50,0,0.95,Silo,333106,0.2115
16,10,500000,10,50,0,0.95,2PL-NoWait,275736,0.3869
16,10,500000,10,50,0,0.95,D2PL,503733,0.0000
16,10,500000,10,50,0,0.99,Silo,306389,0.2816
16,10,500000,10,50,0,0.99,2PL-NoWait,256326,0.3490
16,10,500000,10,50,0,0.99,D2PL,397142,0.0000
16,10,500000,10,95,0,0,Silo,2633764,0.0001
16,10,500000,10,95,0,0,2PL-NoWait,2559635,0.0001
16,10,500000,10,95,0,0,D2PL,2422349,0.0000
16,10,500000,10,95,0,0.2,Silo,2634340,0.0001
16,10,500000,10,95,0,0.2,2PL-NoWait,2589974,0.0002
16,10,500000,10,95,0,0.2,D2PL,2445822,0.0000
16,10,500000,10,95,0,0.6,Silo,2725726,0.0007
16,10,500000,10,95,0,0.6,2PL-NoWait,2137568,0.0097
16,10,500000,10,95,0,0.6,D2PL,2573258,0.0000
16,10,500000,10,95,0,0.8,Silo,1737114,0.0092
16,10,500000,10,95,0,0.8,2PL-NoWait,1247780,0.0195
16,10,500000,10,95,0,0.8,D2PL,2641719,0.0000
16,10,500000,10,95,0,0.9,Silo,1091410,0.0216
16,10,500000,10,95,0,0.9,2PL-NoWait,729027,0.0498
16,10,500000,10,95,0,0.9,D2PL,1985028,0.0000
16,10,500000,10,95,0,0.95,Silo,904559,0.0318
16,10,500000,10,95,0,0.95,2PL-NoWait,587725,0.0740
16,10,500000,10,95,0,0.95,D2PL,1480850,0.0000
16,10,500000,10,95,0,0.99,Silo,785853,0.0405
16,10,500000,10,95,0,0.99,2PL-NoWait,516505,0.1011
16,10,500000,10,95,0,0.99,D2PL,1203573,0.0000
16,10,500000,15,50,0,0,Silo,1313224,0.0015
16,10,500000,15,50,0,0,2PL-NoWait,1388158,0.0028
16,10,500000,15,50,0,0,D2PL,1261515,0.0000
16,10,500000,15,50,0,0.2,Silo,1322835,0.0016
16,10,500000,15,50,0,0.2,2PL-NoWait,1373026,0.0030
16,10,500000,15,50,0,0.2,D2PL,1266913,0.0000
16,10,500000,15,50,0,0.6,Silo,942791,0.0123
16,10,500000,15,50,0,0.6,2PL-NoWait,867023,0.0216
16,10,500000,15,50,0,0.6,D2PL,1297013,0.0000
16,10,500000,15,50,0,0.8,Silo,323308,0.0920
16,10,500000,15,50,0,0.8,2PL-NoWait,268944,0.2091
16,10,500000,15,50,0,0.8,D2PL,560245,0.0000
16,10,500000,15,50,0,0.9,Silo,222958,0.2533
16,10,500000,15,50,0,0.9,2PL-NoWait,171515,0.4513
16,10,500000,15,50,0,0.9,D2PL,274375,0.0000
16,10,500000,15,50,0,0.95,Silo,191332,0.3428
16,10,500000,15,50,0,0.95,2PL-NoWait,154783,0.4276
16,10,500000,15,50,0,0.95,D2PL,227440,0.0000
16,10,500000,15,50,0,0.99,Silo,176028,0.3963
16,10,500000,15,50,0,0.99,2PL-NoWait,151332,0.3612
16,10,500000,15,50,0,0.99,D2PL,195875,0.0000
16,10,500000,15,95,0,0,Silo,1699969,0.0002
16,10,500000,15,95,0,0,2PL-NoWait,1647230,0.0004
16,10,500000,15,95,0,0,D2PL,1520211,0.0000
16,10,500000,15,95,0,0.2,Silo,1718279,0.0002
16,10,500000,15,95,0,0.2,2PL-NoWait,1640943,0.0004
16,10,500000,15,95,0,0.2,D2PL,1521745,0.0000
16,10,500000,15,95,0,0.6,Silo,1766974,0.0016
16,10,500000,15,95,0,0.6,2PL-NoWait,1549407,0.0039
16,10,500000,15,95,0,0.6,D2PL,1627688,0.0000
16,10,500000,15,95,0,0.8,Silo,990535,0.0186
16,10,500000,15,95,0,0.8,2PL-NoWait,671266,0.0434
16,10,500000,15,95,0,0.8,D2PL,1534826,0.0000
16,10,500000,15,95,0,0.9,Silo,609054,0.0425
16,10,500000,15,95,0,0.9,2PL-NoWait,390734,0.1082
16,10,500000,15,95,0,0.9,D2PL,917606,0.0000
16,10,500000,15,95,0,0.95,Silo,515490,0.0629
16,10,500000,15,95,0,0.95,2PL-NoWait,314980,0.1463
16,10,500000,15,95,0,0.95,D2PL,692495,0.0000
16,10,500000,15,95,0,0.99,Silo,462692,0.0833
16,10,500000,15,95,0,0.99,2PL-NoWait,279813,0.1942
16,10,500000,15,95,0,0.99,D2PL,486089,0.0000
16,10,100000,5,50,0,0,Silo,5379479,0.0007
16,10,100000,5,50,0,0,2PL-NoWait,5485136,0.0011
16,10,100000,5,50,0,0,D2PL,5048145,0.0000
16,10,100000,5,50,0,0.2,Silo,5368522,0.0007
16,10,100000,5,50,0,0.2,2PL-NoWait,5429747,0.0012
16,10,100000,5,50,0,0.2,D2PL,5076514,0.0000
16,10,100000,5,50,0,0.6,Silo,3559192,0.0038
16,10,100000,5,50,0,0.6,2PL-NoWait,3126487,0.0059
16,10,100000,5,50,0,0.6,D2PL,5170117,0.0000
16,10,100000,5,50,0,0.8,Silo,1404853,0.0202
16,10,100000,5,50,0,0.8,2PL-NoWait,1173255,0.0370
16,10,100000,5,50,0,0.8,D2PL,3991813,0.0000
16,10,100000,5,50,0,0.9,Silo,967705,0.0524
16,10,100000,5,50,0,0.9,2PL-NoWait,822922,0.1538
16,10,100000,5,50,0,0.9,D2PL,2210936,0.0000
16,10,100000,5,50,0,0.95,Silo,839965,0.0845
16,10,100000,5,50,0,0.95,2PL-NoWait,710194,0.2080
16,10,100000,5,50,0,0.95,D2PL,1720816,0.0000
16,10,100000,5,50,0,0.99,Silo,773414,0.1181
16,10,100000,5,50,0,0.99,2PL-NoWait,660398,0.2147
16,10,100000,5,50,0,0.99,D2PL,1418114,0.0000
16,10,100000,5,95,0,0,Silo,9334959,0.0001
16,10,100000,5,95,0,0,2PL-NoWait,7930465,0.0002
16,10,100000,5,95,0,0,D2PL,6522892,0.0000
16,10,100000,5,95,0,0.2,Silo,9429896,0.0001
16,10,100000,5,95,0,0.2,2PL-NoWait,7942307,0.0002
16,10,100000,5,95,0,0.2,D2PL,6577579,0.0000
16,10,100000,5,95,0,0.6,Silo,8670345,0.0005
16,10,100000,5,95,0,0.6,2PL-NoWait,6532288,0.0012
16,10,100000,5,95,0,0.6,D2PL,6814251,0.0000
16,10,100000,5,95,0,0.8,Silo,4774521,0.0036
16,10,100000,5,95,0,0.8,2PL-NoWait,2982122,0.0079
16,10,100000,5,95,0,0.8,D2PL,6685868,0.0000
16,10,100000,5,95,0,0.9,Silo,3046173,0.0078
16,10,100000,5,95,0,0.9,2PL-NoWait,1671464,0.0432
16,10,100000,5,95,0,0.9,D2PL,5626746,0.0000
16,10,100000,5,95,0,0.95,Silo,2532429,0.0106
16,10,100000,5,95,0,0.95,2PL-NoWait,1579086,0.0246
16,10,100000,5,95,0,0.95,D2PL,4466984,0.0000
16,10,100000,5,95,0,0.99,Silo,2224095,0.0133
16,10,100000,5,95,0,0.99,2PL-NoWait,1410138,0.0331
16,10,100000,5,95,0,0.99,D2PL,3578752,0.0000
16,10,100000,10,50,0,0,Silo,2297575,0.0027
16,10,100000,10,50,0,0,2PL-NoWait,2316572,0.0043
16,10,100000,10,50,0,0,D2PL,2384233,0.0000
16,10,100000,10,50,0,0.2,Silo,2263955,0.0028
16,10,100000,10,50,0,0.2,2PL-NoWait,2277627,0.0045
16,10,100000,10,50,0,0.2,D2PL,2398703,0.0000
16,10,100000,10,50,0,0.6,Silo,1306572,0.0133
16,10,100000,10,50,0,0.6,2PL-NoWait,1177337,0.0203
16,10,100000,10,50,0,0.6,D2PL,2375475,0.0000
16,10,100000,10,50,0,0.8,Silo,497205,0.0677
16,10,100000,10,50,0,0.8,2PL-NoWait,402147,0.3040
16,10,100000,10,50,0,0.8,D2PL,1073391,0.0000
16,10,100000,10,50,0,0.9,Silo,378607,0.1820
16,10,100000,10,50,0,0.9,2PL-NoWait,318753,0.3694
16,10,100000,10,50,0,0.9,D2PL,582002,0.0000
16,10,100000,10,50,0,0.95,Silo,343907,0.2713
16,10,100000,10,50,0,0.95,2PL-NoWait,288602,0.3293
16,10,100000,10,50,0,0.95,D2PL,468943,0.0000
16,10,100000,10,50,0,0.99,Silo,306696,0.2878
16,10,100000,10,50,0,0.99,2PL-NoWait,282280,0.2823
16,10,100000,10,50,0,0.99,D2PL,405735,0.0000
16,10,100000,10,95,0,0,Silo,4444957,0.0003
16,10,100000,10,95,0,0,2PL-NoWait,3622899,0.0007
16,10,100000,10,95,0,0,D2PL,3089805,0.0000
16,10,100000,10,95,0,0.2,Silo,4407283,0.0003
16,10,100000,10,95,0,0.2,2PL-NoWait,3609883,0.0007
16,10,100000,10,95,0,0.2,D2PL,3099620,0.0000
16,10,100000,10,95,0,0.6,Silo,3662617,0.0020
16,10,100000,10,95,0,0.6,2PL-NoWait,2683028,0.0044
16,10,100000,10,95,0,0.6,D2PL,3209483,0.0000
16,10,100000,10,95,0,0.8,Silo,1725436,0.0121
16,10,100000,10,95,0,0.8,2PL-NoWait,1102120,0.0257
16,10,100000,10,95,0,0.8,D2PL,2923468,0.0000
16,10,100000,10,95,0,0.9,Silo,1130339,0.0247
16,10,100000,10,95,0,0.9,2PL-NoWait,701317,0.0579
16,10,100000,10,95,0,0.9,D2PL,1885233,0.0000
16,10,100000,10,95,0,0.95,Silo,961025,0.0351
16,10,100000,10,95,0,0.95,2PL-NoWait,596695,0.0875
16,10,100000,10,95,0,0.95,D2PL,1449522,0.0000
16,10,100000,10,95,0,0.99,Silo,869876,0.0458
16,10,100000,10,95,0,0.99,2PL-NoWait,547536,0.1171
16,10,100000,10,95,0,0.99,D2PL,1227780,0.0000
16,10,100000,15,50,0,0,Silo,1354515,0.0059
16,10,100000,15,50,0,0,2PL-NoWait,1304373,0.0099
16,10,100000,15,50,0,0,D2PL,1234250,0.0000
16,10,100000,15,50,0,0.2,Silo,1329633,0.0062
16,10,100000,15,50,0,0.2,2PL-NoWait,1298955,0.0101
16,10,100000,15,50,0,0.2,D2PL,1505230,0.0000
16,10,100000,15,50,0,0.6,Silo,709801,0.0273
16,10,100000,15,50,0,0.6,2PL-NoWait,628131,0.0440
16,10,100000,15,50,0,0.6,D2PL,1420520,0.0000
16,10,100000,15,50,0,0.8,Silo,284359,0.1374
16,10,100000,15,50,0,0.8,2PL-NoWait,242380,0.3253
16,10,100000,15,50,0,0.8,D2PL,462614,0.0000
16,10,100000,15,50,0,0.9,Silo,214144,0.3042
16,10,100000,15,50,0,0.9,2PL-NoWait,178799,0.4029
16,10,100000,15,50,0,0.9,D2PL,276328,0.0000
16,10,100000,15,50,0,0.95,Silo,190115,0.3643
16,10,100000,15,50,0,0.95,2PL-NoWait,170776,0.3483
16,10,100000,15,50,0,0.95,D2PL,219746,0.0000
16,10,100000,15,50,0,0.99,Silo,177711,0.3742
16,10,100000,15,50,0,0.99,2PL-NoWait,167705,0.2633
16,10,100000,15,50,0,0.99,D2PL,197152,0.0000
16,10,100000,15,95,0,0,Silo,2649984,0.0007
16,10,100000,15,95,0,0,2PL-NoWait,2223054,0.0016
16,10,100000,15,95,0,0,D2PL,1950827,0.0000
16,10,100000,15,95,0,0.2,Silo,2756931,0.0007
16,10,100000,15,95,0,0.2,2PL-NoWait,2237500,0.0017
16,10,100000,15,95,0,0.2,D2PL,1947358,0.0000
16,10,100000,15,95,0,0.6,Silo,2153142,0.0044
16,10,100000,15,95,0,0.6,2PL-NoWait,1518293,0.0097
16,10,100000,15,95,0,0.6,D2PL,2006047,0.0000
16,10,100000,15,95,0,0.8,Silo,945349,0.0242
16,10,100000,15,95,0,0.8,2PL-NoWait,585692,0.0543
16,10,100000,15,95,0,0.8,D2PL,1550767,0.0000
16,10,100000,15,95,0,0.9,Silo,634114,0.0500
16,10,100000,15,95,0,0.9,2PL-NoWait,386565,0.1217
16,10,100000,15,95,0,0.9,D2PL,894750,0.0000
16,10,100000,15,95,0,0.95,Silo,549479,0.0694
16,10,100000,15,95,0,0.95,2PL-NoWait,329286,0.1651
16,10,100000,15,95,0,0.95,D2PL,713776,0.0000
16,10,100000,15,95,0,0.99,Silo,521177,0.0949
16,10,100000,15,95,0,0.99,2PL-NoWait,301652,0.1924
16,10,100000,15,95,0,0.99,D2PL,619910,0.0000
32,10,1000000,5,50,0,0,Silo,6860781,0.0002
32,10,1000000,5,50,0,0,2PL-NoWait,7332221,0.0003
32,10,1000000,5,50,0,0,D2PL,7088498,0.0000
32,10,1000000,5,50,0,0.2,Silo,7245572,0.0002
32,10,1000000,5,50,0,0.2,2PL-NoWait,7537617,0.0003
32,10,1000000,5,50,0,0.2,D2PL,7133441,0.0000
32,10,1000000,5,50,0,0.6,Silo,6702613,0.0018
32,10,1000000,5,50,0,0.6,2PL-NoWait,6437775,0.0031
32,10,1000000,5,50,0,0.6,D2PL,7313224,0.0000
32,10,1000000,5,50,0,0.8,Silo,2438459,0.0205
32,10,1000000,5,50,0,0.8,2PL-NoWait,1722146,0.0915
32,10,1000000,5,50,0,0.8,D2PL,5728619,0.0000
32,10,1000000,5,50,0,0.9,Silo,1376772,0.0663
32,10,1000000,5,50,0,0.9,2PL-NoWait,899524,0.7668
32,10,1000000,5,50,0,0.9,D2PL,2677175,0.0000
32,10,1000000,5,50,0,0.95,Silo,1086306,0.1359
32,10,1000000,5,50,0,0.95,2PL-NoWait,600505,0.8588
32,10,1000000,5,50,0,0.95,D2PL,1823052,0.0000
32,10,1000000,5,50,0,0.99,Silo,969000,0.2207
32,10,1000000,5,50,0,0.99,2PL-NoWait,528356,0.9074
32,10,1000000,5,50,0,0.99,D2PL,1582919,0.0000
32,10,1000000,5,95,0,0,Silo,8400079,0.0000
32,10,1000000,5,95,0,0,2PL-NoWait,8173861,0.0000
32,10,1000000,5,95,0,0,D2PL,7984945,0.0000
32,10,1000000,5,95,0,0.2,Silo,8471252,0.0000
32,10,1000000,5,95,0,0.2,2PL-NoWait,8245779,0.0000
32,10,1000000,5,95,0,0.2,D2PL,8032527,0.0000
32,10,1000000,5,95,0,0.6,Silo,9323556,0.0002
32,10,1000000,5,95,0,0.6,2PL-NoWait,8781253,0.0005
32,10,1000000,5,95,0,0.6,D2PL,8907145,0.0000
32,10,1000000,5,95,0,0.8,Silo,7054436,0.0037
32,10,1000000,5,95,0,0.8,2PL-NoWait,5093123,0.0080
32,10,1000000,5,95,0,0.8,D2PL,9838836,0.0000
32,10,1000000,5,95,0,0.9,Silo,4360288,0.0102
32,10,1000000,5,95,0,0.9,2PL-NoWait,2778097,0.0226
32,10,1000000,5,95,0,0.9,D2PL,6756693,0.0000
32,10,1000000,5,95,0,0.95,Silo,3153995,0.0151
32,10,1000000,5,95,0,0.95,2PL-NoWait,2136000,0.0353
32,10,1000000,5,95,0,0.95,D2PL,5033391,0.0000
32,10,1000000,5,95,0,0.99,Silo,2969602,0.0215
32,10,1000000,5,95,0,0.99,2PL-NoWait,1760284,0.0493
32,10,1000000,5,95,0,0.99,D2PL,3908902,0.0000
32,10,1000000,10,50,0,0,Silo,3438881,0.0007
32,10,1000000,10,50,0,0,2PL-NoWait,3571146,0.0013
32,10,1000000,10,50,0,0,D2PL,3426777,0.0000
32,10,1000000,10,50,0,0.2,Silo,3430985,0.0007
32,10,1000000,10,50,0,0.2,2PL-NoWait,3592000,0.0014
32,10,1000000,10,50,0,0.2,D2PL,3435029,0.0000
32,10,1000000,10,50,0,0.6,Silo,2789536,0.0069
32,10,1000000,10,50,0,0.6,2PL-NoWait,2616920,0.0119
32,10,1000000,10,50,0,0.6,D2PL,3658720,0.0000
32,10,1000000,10,50,0,0.8,Silo,878233,0.0662
32,10,1000000,10,50,0,0.8,2PL-NoWait,702860,0.1394
32,10,1000000,10,50,0,0.8,D2PL,1518587,0.0000
32,10,1000000,10,50,0,0.9,Silo,551561,0.2539
32,10,1000000,10,50,0,0.9,2PL-NoWait,382695,0.4485
32,10,1000000,10,50,0,0.9,D2PL,668169,0.0000
32,10,1000000,10,50,0,0.95,Silo,474879,0.4357
